timestamp_unix,timestamp_polar_ns,sample_index,x_mg,y_mg,z_mg,vm_mg
1778658144.158818,599617106732077920,36,-994.0,359.0,25.0,1057.14
1778658144.198818,599617106772077920,36,-975.0,333.0,65.0,1032.35
1778658144.238818,599617106812077920,36,-978.0,311.0,56.0,1027.78
1778658144.278818,599617106852077920,36,-1010.0,353.0,50.0,1071.08
1778658144.318818,599617106892077920,36,-986.0,296.0,63.0,1031.4
1778658144.358818,599617106932077920,36,-981.0,313.0,69.0,1032.03
1778658144.398818,599617106972077920,36,-1009.0,341.0,82.0,1068.22
1778658144.438818,599617107012077920,36,-969.0,309.0,105.0,1022.48
1778658144.478818,599617107052077920,36,-981.0,283.0,106.0,1026.49
1778658144.518818,599617107092077920,36,-1006.0,269.0,104.0,1046.52
1778658144.558818,599617107132077920,36,-992.0,209.0,113.0,1020.06
1778658144.598818,599617107172077920,36,-1002.0,243.0,105.0,1036.38
1778658144.638818,599617107212077920,36,-1007.0,271.0,119.0,1049.6
1778658144.678818,599617107252077920,36,-1011.0,254.0,137.0,1051.38
1778658144.718818,599617107292077920,36,-994.0,248.0,152.0,1035.69
1778658144.758818,599617107332077920,36,-995.0,199.0,120.0,1021.78
1778658144.798818,599617107372077920,36,-963.0,220.0,204.0,1008.66
1778658144.838818,599617107412077920,36,-971.0,260.0,230.0,1031.18
1778658144.878818,599617107452077920,36,-1015.0,271.0,222.0,1073.76
1778658144.918818,599617107492077920,36,-1007.0,230.0,219.0,1055.89
1778658144.958818,599617107532077920,36,-987.0,219.0,242.0,1039.56
1778658144.998818,599617107572077920,36,-964.0,228.0,232.0,1017.4
1778658145.038818,599617107612077920,36,-963.0,264.0,241.0,1027.2
1778658145.078818,599617107652077920,36,-989.0,288.0,236.0,1056.77
1778658145.118818,599617107692077920,36,-989.0,294.0,253.0,1062.34
1778658145.158818,599617107732077920,36,-942.0,290.0,285.0,1026.01
1778658145.198818,599617107772077920,36,-968.0,280.0,276.0,1044.8
1778658145.238818,599617107812077920,36,-999.0,163.0,235.0,1039.13
1778658145.278818,599617107852077920,36,-954.0,79.0,232.0,984.98
1778658145.318818,599617107892077920,36,-954.0,56.0,295.0,1000.14
1778658145.358818,599617107932077920,36,-988.0,113.0,288.0,1035.31
1778658145.398818,599617107972077920,36,-981.0,225.0,343.0,1063.31
1778658145.438818,599617108012077920,36,-970.0,233.0,356.0,1059.21
1778658145.478818,599617108052077920,36,-963.0,189.0,346.0,1040.58
1778658145.521085,599617108071744772,72,-909.0,146.0,374.0,993.72
1778658145.561085,599617108111744772,72,-972.0,198.0,378.0,1061.54
1778658145.601085,599617108151744772,72,-999.0,183.0,341.0,1071.34
1778658145.641085,599617108191744772,72,-907.0,177.0,330.0,981.26
1778658145.681085,599617108231744772,72,-951.0,208.0,365.0,1039.66
1778658145.721085,599617108271744772,72,-966.0,97.0,370.0,1038.97
1778658145.761085,599617108311744772,72,-950.0,91.0,382.0,1027.96
1778658145.801085,599617108351744772,72,-998.0,90.0,343.0,1059.13
1778658145.841085,599617108391744772,72,-931.0,103.0,368.0,1006.38
1778658145.881085,599617108431744772,72,-957.0,107.0,361.0,1028.41
1778658145.921085,599617108471744772,72,-1006.0,39.0,310.0,1053.4
1778658145.961085,599617108511744772,72,-968.0,144.0,365.0,1044.5
1778658146.001085,599617108551744772,72,-978.0,153.0,375.0,1058.55
1778658146.041085,599617108591744772,72,-980.0,178.0,376.0,1064.64
1778658146.081085,599617108631744772,72,-915.0,263.0,425.0,1042.6
1778658146.121085,599617108671744772,72,-886.0,62.0,464.0,1002.07
1778658146.161085,599617108711744772,72,-917.0,-83.0,443.0,1021.78
1778658146.201085,599617108751744772,72,-979.0,94.0,474.0,1091.77
1778658146.241085,599617108791744772,72,-904.0,181.0,612.0,1106.58
1778658146.281085,599617108831744772,72,-839.0,111.0,680.0,1085.65
1778658146.321085,599617108871744772,72,-801.0,-13.0,548.0,970.6
1778658146.361085,599617108911744772,72,-907.0,13.0,491.0,1031.45
1778658146.401085,599617108951744772,72,-874.0,-21.0,565.0,1040.93
1778658146.441085,599617108991744772,72,-840.0,-49.0,491.0,974.21
1778658146.481085,599617109031744772,72,-935.0,11.0,500.0,1060.35
1778658146.521085,599617109071744772,72,-929.0,52.0,498.0,1055.34
1778658146.561085,599617109111744772,72,-907.0,59.0,503.0,1038.82
1778658146.601085,599617109151744772,72,-921.0,31.0,479.0,1038.58
1778658146.641085,599617109191744772,72,-848.0,71.0,528.0,1001.46
1778658146.681085,599617109231744772,72,-899.0,46.0,524.0,1041.58
1778658146.721085,599617109271744772,72,-856.0,25.0,489.0,986.15
1778658146.761085,599617109311744772,72,-894.0,90.0,504.0,1030.22
1778658146.801085,599617109351744772,72,-888.0,92.0,535.0,1040.78
1778658146.841085,599617109391744772,72,-941.0,96.0,493.0,1066.65
1778658146.881085,599617109431744772,72,-883.0,53.0,519.0,1025.6
1778658146.921085,599617109471744772,72,-872.0,71.0,508.0,1011.68
1778658146.915506,599617109491136934,108,-943.0,130.0,521.0,1085.17
1778658146.955507,599617109531136934,108,-840.0,74.0,513.0,987.04
1778658146.995507,599617109571136934,108,-893.0,87.0,517.0,1035.52
1778658147.035506,599617109611136934,108,-891.0,75.0,494.0,1021.54
1778658147.075506,599617109651136934,108,-889.0,85.0,502.0,1024.48
1778658147.115506,599617109691136934,108,-962.0,130.0,497.0,1090.57
1778658147.155506,599617109731136934,108,-907.0,147.0,499.0,1045.59
1778658147.195507,599617109771136934,108,-909.0,144.0,479.0,1037.52
1778658147.235507,599617109811136934,108,-848.0,117.0,507.0,994.91
1778658147.275506,599617109851136934,108,-920.0,138.0,481.0,1047.28
1778658147.315506,599617109891136934,108,-881.0,119.0,506.0,1022.92
1778658147.355506,599617109931136934,108,-895.0,122.0,518.0,1041.27
1778658147.395506,599617109971136934,108,-906.0,128.0,539.0,1061.95
1778658147.435506,599617110011136934,108,-905.0,148.0,496.0,1042.57
1778658147.475507,599617110051136934,108,-913.0,132.0,489.0,1044.09
1778658147.515507,599617110091136934,108,-908.0,119.0,508.0,1047.23
1778658147.555506,599617110131136934,108,-877.0,132.0,502.0,1019.1
1778658147.595506,599617110171136934,108,-879.0,116.0,503.0,1019.37
1778658147.635506,599617110211136934,108,-901.0,113.0,508.0,1040.5
1778658147.675506,599617110251136934,108,-910.0,108.0,533.0,1060.12
1778658147.715507,599617110291136934,108,-892.0,96.0,512.0,1032.97
1778658147.755507,599617110331136934,108,-863.0,101.0,520.0,1012.61
